Name,Description,Stars,Language,Repo URL,Difficulty
free-data-science-learning,,305,,https://github.com/LearnDataSci/free-data-science-learning,Beginner
LSSTC-DSFP-Sessions,"Lecture slides, Jupyter notebooks, and other material from the  LSSTC Data Science Fellowship Program",304,Jupyter Notebook,https://github.com/LSSTC-DSFP/LSSTC-DSFP-Sessions,Beginner
DATA-SCIENCE-NOTES,"PYTHON, MACHINE LEARNING, SQL, TABLEAU",302,,https://github.com/PAVANINADELLA/DATA-SCIENCE-NOTES,Beginner
data-resources-for-materials-science,"A list of databases, datasets and books/handbooks where you can find materials properties for machine learning applications.",302,,https://github.com/sedaoturak/data-resources-for-materials-science,Beginner
ds_salary_proj,Repo for the data science salary prediction of the Data Science Project From Scratch video on my youtube,300,Jupyter Notebook,https://github.com/PlayingNumbers/ds_salary_proj,Beginner
data-describe,data⎰describe: Pythonic EDA Accelerator for Data Science ,299,Python,https://github.com/data-describe/data-describe,Beginner
Course-python-data-science,,297,Jupyter Notebook,https://github.com/datapublishings/Course-python-data-science,Beginner
free-data-science,🛠️ 🌐  Thematic list of high-quality data science resources,297,R,https://github.com/alastairrushworth/free-data-science,Beginner
Resources,A list of resources to get you started in data science.,294,,https://github.com/66daysofdata/Resources,Beginner
essays-on-data-science,In which I put together my thoughts on the practice of data science.,292,Dockerfile,https://github.com/ericmjl/essays-on-data-science,Beginner
data-science-road-map,A roadmap for those looking to start or expand a career in the data community,291,HTML,https://github.com/isaacfab/data-science-road-map,Beginner
deon,A command line tool to easily add an ethics checklist to your data science projects.,291,Python,https://github.com/drivendataorg/deon,Beginner
StartupDataScience,,290,Jupyter Notebook,https://github.com/bgweber/StartupDataScience,Beginner
aws-step-functions-data-science-sdk-python,Step Functions Data Science SDK for building machine learning (ML) workflows and pipelines on AWS,290,Python,https://github.com/aws/aws-step-functions-data-science-sdk-python,Beginner
lurn,A ruby gem for elegant data science and machine learning,290,Ruby,https://github.com/dansbits/lurn,Beginner
nebari,🪴 Nebari - your open source data science platform,289,Python,https://github.com/nebari-dev/nebari,Beginner
awesome-ds-setting,A tutorial for setting a new machine with core data science tools,288,,https://github.com/RamiKrispin/awesome-ds-setting,Beginner
coursera-Applied-Data-Science-with-Python,Repository for coursera specialization Applied Data Science with Python by University of Michigan,285,Jupyter Notebook,https://github.com/Qian-Han/coursera-Applied-Data-Science-with-Python,Beginner
Marketing-Data-Science,"Analytics and data science business case studies to identify opportunities and inform decisions about products and features.  Topics include Markov chains, A/B testing, customer segmentation, and machine learning models (logistic regression, support vector machines, and quadratic discriminant analysis).",281,Jupyter Notebook,https://github.com/byukan/Marketing-Data-Science,Beginner
nexus,Blue Brain Nexus - A knowledge graph for data-driven science,281,Scala,https://github.com/BlueBrain/nexus,Beginner
ineuron-full-stack-data-science-assignment-collection,"this repository features assignments and projects from the iNeuron full stack data science course, providing valuable resources for learners to enhance their skills and apply their knowledge.",279,Jupyter Notebook,https://github.com/amanovishnu/ineuron-full-stack-data-science-assignment-collection,Beginner
feature-engineering-tutorials,Data Science Feature Engineering and Selection Tutorials,279,Jupyter Notebook,https://github.com/rasgointelligence/feature-engineering-tutorials,Beginner
Data-Science-for-COVID-19,COVID-19 Korea Dataset & Comprehensive Medical Dataset & visualizer,276,,https://github.com/ThisIsIsaac/Data-Science-for-COVID-19,Beginner
databook_matlab,"Matlab files with demo code intended as a companion to the book ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control"" by Steven L. Brunton and J. Nathan Kutz http://www.databookuw.com/",275,MATLAB,https://github.com/dynamicslab/databook_matlab,Beginner
Data-Science-Machine-Learning-Project-with-Source-Code,Data Science and Machine Learning projects with source code.,274,,https://github.com/durgeshsamariya/Data-Science-Machine-Learning-Project-with-Source-Code,Beginner
Microsoft-TDSP,Repository for Microsoft Team Data Science Process containing documents and scripts,274,,https://github.com/Azure/Microsoft-TDSP,Beginner
MathVista,"MathVista: data, code, and evaluation for Mathematical Reasoning in Visual Contexts ",273,Jupyter Notebook,https://github.com/lupantech/MathVista,Beginner
awesome-colour,Curated list of awesome colour science resources 😎,272,Python,https://github.com/colour-science/awesome-colour,Beginner
Competitive_Data_Science,Материалы по курсу анализу данных,271,Jupyter Notebook,https://github.com/a-milenkin/Competitive_Data_Science,Beginner
deepdish,Flexible HDF5 saving/loading and other data science tools from the University of Chicago,269,Python,https://github.com/uchicago-cs/deepdish,Beginner
data-science,Data Science Handbook,268,Jupyter Notebook,https://github.com/CodexploreRepo/data-science,Beginner
TeachingDataScience,"Course notes for Data Science related topics, prepared in LaTeX",268,Jupyter Notebook,https://github.com/yogeshhk/TeachingDataScience,Beginner
data-science-roadmap,Roadmap to learn Data Science and related areas.,267,,https://github.com/durgeshsamariya/data-science-roadmap,Beginner
IBM-Data-Science-Professional-Certification,"Learning materials, Quizzes & Assignment solutions for the entire IBM data science professional certification. Also included, a few resources that I found helpful.",266,Jupyter Notebook,https://github.com/Thomas-George-T/IBM-Data-Science-Professional-Certification,Beginner
data-science-in-education,"Repository for the second edition of 'Data Science in Education Using R' by Emily A. Bovee, Ryan A. Estrellado, Joshua M. Rosenberg, and Isabella C. Velásquez",265,HTML,https://github.com/data-edu/data-science-in-education,Beginner
PythonDataScienceFullThrottle,"Downloads for my Safari Online Learning live training course Python Data Science Full Throttle: Introductory Artificial Intelligence (AI), Big Data and Cloud Case Studies",264,Jupyter Notebook,https://github.com/pdeitel/PythonDataScienceFullThrottle,Beginner
Machine-Learning-and-Data-Science,"This is a repository which contains all my work related Machine Learning, AI and Data Science. This includes my graduate projects, machine learning competition codes, algorithm implementations and reading material.",262,Jupyter Notebook,https://github.com/aditya1702/Machine-Learning-and-Data-Science,Beginner
looper,"A resource list for causality in statistics, data science and physics",262,,https://github.com/msuzen/looper,Beginner
data-science-notebook,:book: 每一个伟大的思想和行动都有一个微不足道的开始,260,Shell,https://github.com/wizardforcel/data-science-notebook,Beginner
jupyter-tips-and-tricks,Using Project Jupyter for data science.,259,Jupyter Notebook,https://github.com/jbwhit/jupyter-tips-and-tricks,Beginner
365datascience, This Repo Contains all the exercise files for Data Science Course of 365 Datascience . The repo is split into the relevant folders & there is one exercise folder which contains all the files of that course. Don't forget to star it :D,259,Jupyter Notebook,https://github.com/UsmanNiazi/365datascience,Beginner
rucio,Rucio - Scientific Data Management,258,Python,https://github.com/rucio/rucio,Beginner
open-data-anonymizer,Python Data Anonymization & Masking Library For Data Science Tasks,258,Python,https://github.com/ArtLabss/open-data-anonymizer,Beginner
full-stack-data-science,Full Stack Data Science in Python,257,Jupyter Notebook,https://github.com/amitkaps/full-stack-data-science,Beginner
IntroToJulia,A Deep Introduction to Julia for Data Science and Scientific Computing,253,HTML,https://github.com/UCIDataScienceInitiative/IntroToJulia,Beginner
cardio,CardIO is a library for data science research of heart signals,252,Jupyter Notebook,https://github.com/analysiscenter/cardio,Beginner
DataHorse,"Chat with your data, modify it, visualize it, create and test machine learning models all in plain English. DataHorse makes data analysis and data science conversational using LLMs.",252,Python,https://github.com/DeDolphins/DataHorse,Beginner
sdsr,Spatial Data Science: With Applications in R (source files),251,HTML,https://github.com/edzer/sdsr,Beginner
data_science_blogs,A repository to keep track of all the code that I end up writing for my blog posts.,250,Jupyter Notebook,https://github.com/MLWhiz/data_science_blogs,Beginner
DataScience,책) 파이썬으로 데이터 주무르기 - 소스코드 및 데이터 공개,248,Jupyter Notebook,https://github.com/PinkWink/DataScience,Beginner
free-6-week-sql-roadmap-data-science,A roadmap to guide you through mastering SQL for Data Science in just 6 weeks for free,248,,https://github.com/andresvourakis/free-6-week-sql-roadmap-data-science,Beginner
Data_Science_Interview_Guide,"These are the tips for ""5 Steps to Pass Data Science Interviews"" By Siraj Raval on Youtube",247,,https://github.com/llSourcell/Data_Science_Interview_Guide,Beginner
data-science-learning-path,Data Science Learning Path - A complete guide to learn data science for beginners,243,,https://github.com/data-folks/data-science-learning-path,Beginner
ecommercetools,"EcommerceTools is a Python data science toolkit for ecommerce, marketing science, and technical SEO analysis and modelling and was created by Matt Clarke.",243,Python,https://github.com/practical-data-science/ecommercetools,Beginner
textbook,"Learning Data Science, a textbook.",241,Jupyter Notebook,https://github.com/DS-100/textbook,Beginner
morpheus-core,The foundational library of the Morpheus data science framework,239,Java,https://github.com/zavtech/morpheus-core,Beginner
Hands-On-Data-Science-for-Marketing,"Hands-On Data Science for Marketing, published by Packt",238,Jupyter Notebook,https://github.com/PacktPublishing/Hands-On-Data-Science-for-Marketing,Beginner
3-Months-RoadMap-For-Data-Science,,237,,https://github.com/krishnaik06/3-Months-RoadMap-For-Data-Science,Beginner
JSE_OkCupid,Journal of Statistical Education Paper on Using OkCupid Data for Data Science Courses,237,R,https://github.com/rudeboybert/JSE_OkCupid,Beginner
Intro,"Course materials for ""Introduction to Data Science with R"", a video course by RStudio and O'Reilly Media",237,R,https://github.com/rstudio/Intro,Beginner
Developing_Data_Products,Developing Data Products Course from the Johns Hopkins Data Science Lab,236,HTML,https://github.com/DataScienceSpecialization/Developing_Data_Products,Beginner
Installations_Mac_Ubuntu_Windows,"Installations for Data Science. Anaconda, RStudio, Spark, TensorFlow, AWS (Amazon Web Services). ",234,Jupyter Notebook,https://github.com/mGalarnyk/Installations_Mac_Ubuntu_Windows,Beginner
beyond-bar-and-box-plots,"Slides, recording and hands-on tutorial for the USGS Data Science webinar",234,HTML,https://github.com/z3tt/beyond-bar-and-box-plots,Beginner
DS-1000,"[ICML 2023] Data and code release for the paper ""DS-1000: A Natural and Reliable Benchmark for Data Science Code Generation"".",233,Python,https://github.com/xlang-ai/DS-1000,Beginner
DAT7,"General Assembly's Data Science course in Washington, DC",232,Jupyter Notebook,https://github.com/justmarkham/DAT7,Beginner
DataScienceTools,"Useful Data Science and Machine Learning Tools,Libraries and Packages",230,Jupyter Notebook,https://github.com/Jcharis/DataScienceTools,Beginner
Aliro,Aliro: AI-Driven Data Science,230,JavaScript,https://github.com/EpistasisLab/Aliro,Beginner
anaconda-project,"Tool for encapsulating, running, and reproducing data science projects",228,Python,https://github.com/anaconda/anaconda-project,Beginner
dstkdata,The (large) data files needed for the Data Science Toolkit project,228,,https://github.com/petewarden/dstkdata,Beginner
Book_List,"Python, Machine Learning, Deep Learning and Data Science Books",227,,https://github.com/mukeshmithrakumar/Book_List,Beginner
Python-Learning,"This repository is dedicated to Python courses with a focus on artificial intelligence, data science, and practical machine learning. I have been conducting these courses in various levels since 2021.",226,Jupyter Notebook,https://github.com/AmirHosseinBabaeayan/Python-Learning,Beginner
Lessons-Learned-Data-Science-Interviews,Lessons learned the hard way through over 30+ data science interviews,225,,https://github.com/gkamradt/Lessons-Learned-Data-Science-Interviews,Beginner
ML_Algorithms_Course,Public repo for 365 Data Science ML Algorithms Course,225,Jupyter Notebook,https://github.com/PlayingNumbers/ML_Algorithms_Course,Beginner
rix,Reproducible Data Science environments for R with Nix,223,R,https://github.com/ropensci/rix,Beginner
The-Data-Science-Workshop,"A New, Interactive Approach to Learning Data Science",222,Jupyter Notebook,https://github.com/PacktWorkshops/The-Data-Science-Workshop,Beginner
radio,RadIO is a library for data science research of computed tomography imaging,222,Jupyter Notebook,https://github.com/analysiscenter/radio,Beginner
VerticaPy,"VerticaPy is a Python library that exposes sci-kit like functionality to conduct data science projects on data stored in Vertica, thus taking advantage Vertica’s speed and built-in analytics and machine learning capabilities.",222,Python,https://github.com/vertica/VerticaPy,Beginner
Introduction-to-Data-Science-in-python,"This repository contains Ipython notebooks of assignments and tutorials used in the course introduction to data science in python, part of Applied Data Science using Python Specialization from University of Michigan offered by Coursera",221,Jupyter Notebook,https://github.com/sidsriv/Introduction-to-Data-Science-in-python,Beginner
data-science-live-book,"An open source book to learn data science, data analysis and machine learning, suitable for all ages!",221,TeX,https://github.com/pablo14/data-science-live-book,Beginner
explore,"R package that makes basic data exploration radically simple (interactive data exploration, reproducible data science)",221,R,https://github.com/rolkra/explore,Beginner
public,Public documents for the Master of Data Science program at the University of British Columbia,220,,https://github.com/UBC-MDS/public,Beginner
The-Data-Scientist-s-Toolbox," In this period of COVID-19, I unlock access to my personal library of Data Science resources to anyone who is in the process of carrying out an academic project, whether at the end of their studies or those doing research.   Furthermore it's also designed to help any aspirant data scientist, wishing to make a breakthrough in this field.   This Repository will be updated each week with new resources.  Enjoy Learning Data Science and Spread the Word !    En cette période de COVID-19, je déverrouille l'accès à ma bibliothèque personnelle de ressources en sciences des données à toute personne qui est en train de réaliser un projet universitaire, que ce soit à la fin de ses études ou pour ceux qui font de la recherche.   En outre, elle est également conçue pour aider tout aspirant chercheur en sciences des données, qui souhaite faire une percée dans ce domaine.   Ce répertoire sera mis à jour chaque semaine avec de nouvelles ressources.  Profitez de l'apprentissage de la science des données et faites passer le mot ! ",220,,https://github.com/Moado/The-Data-Scientist-s-Toolbox,Beginner
DataScience_Interview_Questions,My Solutions to 120 commonly asked data science interview questions.,218,Jupyter Notebook,https://github.com/milaan9/DataScience_Interview_Questions,Beginner
Math-for-Data-Science,Math for Data Science,218,,https://github.com/datasciencescoop/Math-for-Data-Science,Beginner
python_data_science_and_machine_learning_bootcamp,Jupyter notebook for Udemy course: Python data science and machine learning bootcamp,218,Jupyter Notebook,https://github.com/ccniuj/python_data_science_and_machine_learning_bootcamp,Beginner
data-science-template,A starter template for Equinor data science / data engineering projects,216,Jupyter Notebook,https://github.com/equinor/data-science-template,Beginner
data-science-toolkit,"Collection of stats, modeling, and data science tools in Python and R.",214,HTML,https://github.com/pmaji/data-science-toolkit,Beginner
data-science-masters,moved to https://github.com/desicochrane/datasci,213,,https://github.com/desicochrane/data-science-masters,Beginner
PythonDataScience,Python数据科学系专栏（pandas、Numpy、SKlearn、Matplotlib）、实战项目（代码、讲解、数据集）,213,,https://github.com/xiaoyusmd/PythonDataScience,Beginner
Data-Science-for-Marketing-Analytics,Achieve your marketing goals with the data analytics power of Python,212,Jupyter Notebook,https://github.com/TrainingByPackt/Data-Science-for-Marketing-Analytics,Beginner
Data-Science-Interview-Questions-and-Answers-General-,Data Science Questions and Answers (General) for beginner,212,,https://github.com/zhiqiangzhongddu/Data-Science-Interview-Questions-and-Answers-General-,Beginner
data-science-stack-cookiecutter,"🐳📊🤓Cookiecutter template to launch an awesome dockerized Data Science toolstack (incl. Jupyster, Superset, Postgres, Minio, AirFlow & API Star) ",211,Jupyter Notebook,https://github.com/jgoerner/data-science-stack-cookiecutter,Beginner
Roadmap-Docs,"Best Data Science, Data Analytics, AI, and SDE roadmaps. This repository is continually updated based on the top job postings on LinkedIn and Indeed in the data science and AI domain.",210,,https://github.com/rashakil-ds/Roadmap-Docs,Beginner
Streamlit-for-Data-Science,A repo for the book 'Streamlit for Data Science' by Tyler Richards,209,Python,https://github.com/tylerjrichards/Streamlit-for-Data-Science,Beginner
data_science_for_all,Code and resources for my blog and articles to share Data Science and AI knowledge and learnings with everyone,208,Jupyter Notebook,https://github.com/dipanjanS/data_science_for_all,Beginner
Auto-Analyst,AI data scientist,208,Python,https://github.com/ArslanS1997/Auto-Analyst,Beginner
Data-Science-Hackathon-And-Competition,Grandmaster in MachineHack (3rd Rank Best) | Top 70 in AnalyticsVidya & Zindi | Expert at Kaggle | Hack AI,206,Jupyter Notebook,https://github.com/aasu14/Data-Science-Hackathon-And-Competition,Beginner
rosetta,"Tools, wrappers, etc... for data science with a concentration on text processing",206,Jupyter Notebook,https://github.com/columbia-applied-data-science/rosetta,Beginner
100-Days-of-DataScience,"Greetings! 👋 I'm Loga Aswin, diving into a 100-day data science immersion from Python fundamentals to real-world applications. This space will be a live documentation of my journey, where code meets curiosity. Let's connect, learn, and code together. Click ⭐ on GitHub to stay tuned for updates on my work!",205,Jupyter Notebook,https://github.com/Aswinramesh04/100-Days-of-DataScience,Beginner
python-for-data-science,A collection of Jupyter Notebooks for learning Python for Data Science.,205,Jupyter Notebook,https://github.com/blobcity/python-for-data-science,Beginner
dpdata,A Python package for manipulating atomistic data of software in computational science,205,Python,https://github.com/deepmodeling/dpdata,Beginner
atomsk,Atomsk: A Tool For Manipulating And Converting Atomic Data Files - ,205,Fortran,https://github.com/pierrehirel/atomsk,Beginner
data-science-process-management,Resources for Data Science Process management,204,,https://github.com/jeongyoonlee/data-science-process-management,Beginner
Laurae,Advanced High Performance Data Science Toolbox for R by Laurae,204,R,https://github.com/Laurae2/Laurae,Beginner
Data-Science-Resources,👨🏽‍🏫You can learn about what data science is and why it's important in today's modern world. Are you interested in data science?🔋 ,203,Jupyter Notebook,https://github.com/storieswithsiva/Data-Science-Resources,Beginner
observations,Tools for loading standard data sets in machine learning,203,Python,https://github.com/edwardlib/observations,Beginner
Awesome-Data-AI-careers-Roadmaps,A curated list of roadmaps covering different skills data science & AI careers and skills  ,203,,https://github.com/youssefHosni/Awesome-Data-AI-careers-Roadmaps,Beginner
kaggle-courses,Kaggle courses and tutorials to get you started in the Data Science world.,203,Jupyter Notebook,https://github.com/drakearch/kaggle-courses,Beginner
data-science-types,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib",202,Python,https://github.com/wearepal/data-science-types,Beginner
Complete-Data-Science,This repository contains everything you need to become proficient in Data Science,202,,https://github.com/Coder-World04/Complete-Data-Science,Beginner
quacc,quacc is a flexible platform for computational materials science and quantum chemistry that is built for the big data era.,202,Python,https://github.com/Quantum-Accelerators/quacc,Beginner
graph-data-science-client,A Python client for the Neo4j Graph Data Science (GDS) library,200,Python,https://github.com/neo4j/graph-data-science-client,Beginner
CV_Competitions,data science competitions with money,200,,https://github.com/greathope/CV_Competitions,Beginner
Data-Science-Online,,199,Jupyter Notebook,https://github.com/codenation-dev/Data-Science-Online,Beginner
ds,"👨‍🔬 In Russian: Обновляемая структурированная подборка бесплатных ресурсов по тематикам Data Science: курсы, книги, открытые данные, блоги и готовые решения.",199,Jupyter Notebook,https://github.com/matyushkin/ds,Beginner
python_ka_chilla,A 40 days long course on Data Science with Python with Dr Muhammad Aammar Tufail,198,,https://github.com/AammarTufail/python_ka_chilla,Beginner
data-science-tutorial,Code material for a data science tutorial,197,Jupyter Notebook,https://github.com/rasbt/data-science-tutorial,Beginner
node,GPU-accelerated data science and visualization in node,194,TypeScript,https://github.com/rapidsai/node,Beginner
Python,"Day-wise Python Learning resources from basic concepts to advanced Python applications such as data science and Machine learning. It also includes cheat-sheets, references which are logged daily to accelerate your learning.",194,Jupyter Notebook,https://github.com/PrateekKumarSingh/Python,Beginner
mlcontests.github.io,A list of public machine learning/data science/AI contests.,192,,https://github.com/mlcontests/mlcontests.github.io,Beginner
oci-data-science-ai-samples,"This repo contains a series of tutorials and code examples highlighting different features of the OCI Data Science and AI services, along with a release vehicle for experimental programs.",191,Jupyter Notebook,https://github.com/oracle-samples/oci-data-science-ai-samples,Beginner
DMG-Data-Science-Awesome,Source for Who're Interested in Data!,190,,https://github.com/Developer-MultiGroup/DMG-Data-Science-Awesome,Beginner
Seaborn-Tutorial,"This repository is my attempt to help Data Science aspirants gain necessary Data Visualization skills required to progress in their career. It includes all the types of plot offered by Seaborn, applied on random datasets.",190,Jupyter Notebook,https://github.com/clair513/Seaborn-Tutorial,Beginner
geebook,Earth Engine and Geemap: Geospatial Data Science with Python,189,Jupyter Notebook,https://github.com/giswqs/geebook,Beginner
cookiecutter-modern-datascience,Start a data science project with modern tools,188,Python,https://github.com/crmne/cookiecutter-modern-datascience,Beginner
data-science-wg,SF Brigade's Data Science Working Group.,187,Jupyter Notebook,https://github.com/sfbrigade/data-science-wg,Beginner
presidio-research,"This package features data-science related tasks for developing new recognizers for Presidio. It is used for the evaluation of the entire system, as well as for evaluating specific PII recognizers or PII detection models.",187,Jupyter Notebook,https://github.com/microsoft/presidio-research,Beginner
js4ds,JavaScript for Data Science,186,TeX,https://github.com/software-tools-books/js4ds,Beginner
qlik-py-tools,Data Science algorithms for Qlik implemented as a Python Server Side Extension (SSE).,186,Python,https://github.com/nabeel-oz/qlik-py-tools,Beginner
spark-alchemy,Collection of open-source Spark tools & frameworks that have made the data engineering and data science teams at Swoop highly productive,186,Scala,https://github.com/swoop-inc/spark-alchemy,Beginner
hydroshare,HydroShare is a collaborative website for better access to data and models in the hydrologic sciences. ,186,Python,https://github.com/hydroshare/hydroshare,Beginner
dslp-repo-template,Template repository for data science lifecycle project,185,Python,https://github.com/dslp/dslp-repo-template,Beginner
datascience-sp14,Repository for data science course Spring 14,184,Shell,https://github.com/amplab/datascience-sp14,Beginner
DAT5,"General Assembly's Data Science course in Washington, DC",184,Jupyter Notebook,https://github.com/justmarkham/DAT5,Beginner
